position_0
566.0
579.0
577.0
573.0
580.0
588.0
556.0
581.0
573.0
566.0
573.0
581.0
569.0
592.0
585.0
567.0
576.0
583.0
561.0
584.0
573.0
578.0
580.0
575.0
572.0
584.0
559.0
565.0
567.0
578.0
559.0
590.0
576.0
580.0
582.0
592.0
560.0
586.0
567.0
568.0
582.0
583.0
562.0
578.0
565.0
572.0
576.0
582.0
557.0
587.0
568.0
570.0
574.0
579.0
568.0
576.0
569.0
573.0
576.0
584.0
566.0
583.0
567.0
567.0
575.0
572.0
577.0
588.0
598.0
560.0
596.0
563.0
573.0
609.0
592.0
571.0
595.0
567.0
590.0
578.0
556.0
591.0
560.0
562.0
555.0
580.0
565.0
586.0
576.0
573.0
590.0
569.0
565.0
571.0
586.0
602.0
596.0
614.0
575.0
564.0
584.0
592.0
569.0
583.0
570.0
564.0
564.0
562.0
602.0
595.0
597.0
570.0
555.0
568.0
571.0
579.0
555.0
571.0
580.0
589.0
554.0
593.0
573.0
555.0
560.0
551.0
571.0
561.0
576.0
549.0
567.0
595.0
569.0
575.0
554.0
576.0
558.0
579.0
587.0
567.0
567.0
569.0
577.0
609.0
568.0
571.0
586.0
554.0
577.0
593.0
582.0
606.0
557.0
571.0
579.0
581.0
572.0
564.0
566.0
594.0
576.0
558.0
597.0
572.0
550.0
577.0
596.0
554.0
571.0
583.0
567.0
571.0
548.0
571.0
581.0
556.0
567.0
584.0
575.0
570.0
549.0
571.0
560.0
570.0
573.0
559.0
571.0
562.0
579.0
607.0
568.0
583.0
554.0
567.0
571.0
580.0
585.0
592.0
588.0
563.0
565.0
574.0
561.0
567.0
583.0
